text,id,label
【方解】疏凿饮子中商陆苦寒有毒，其性下行，专于行水，可通利二便，为君药。,1142601,"[{'start': 4, 'end': 7, 'text': '疏凿饮', 'labels': ['方剂名']}, {'start': 9, 'end': 11, 'text': '商陆', 'labels': ['组成']}, {'start': 27, 'end': 31, 'text': '通利二便', 'labels': ['功用']}]"
【鉴别】丁香柿蒂汤与丁香柿蒂散均配伍丁香和柿蒂以温中降逆止呕，治疗胃中虚寒、气逆不降之证。但丁香柿蒂汤配伍生姜以降逆止呕，参草枣以益气和胃，则降逆止呕力较强，且兼可补虚；,1143167,"[{'start': 4, 'end': 9, 'text': '丁香柿蒂汤', 'labels': ['方剂名']}, {'start': 4, 'end': 6, 'text': '丁香', 'labels': ['组成']}, {'start': 6, 'end': 8, 'text': '柿蒂', 'labels': ['组成']}, {'start': 10, 'end': 15, 'text': '丁香柿蒂散', 'labels': ['方剂名']}, {'start': 10, 'end': 12, 'text': '丁香', 'labels': ['组成']}, {'start': 12, 'end': 14, 'text': '柿蒂', 'labels': ['组成']}, {'start': 18, 'end': 20, 'text': '丁香', 'labels': ['组成']}, {'start': 21, 'end': 23, 'text': '柿蒂', 'labels': ['组成']}, {'start': 24, 'end': 28, 'text': '温中降逆', 'labels': ['功用']}, {'start': 28, 'end': 30, 'text': '止呕', 'labels': ['功用']}, {'start': 33, 'end': 37, 'text': '胃中虚寒', 'labels': ['主治']}, {'start': 38, 'end': 42, 'text': '气逆不降', 'labels': ['主治']}, {'start': 46, 'end': 48, 'text': '丁香', 'labels': ['组成']}, {'start': 48, 'end': 50, 'text': '柿蒂', 'labels': ['组成']}, {'start': 47, 'end': 51, 'text': '香柿蒂汤', 'labels': ['方剂名']}, {'start': 53, 'end': 55, 'text': '生姜', 'labels': ['组成']}, {'start': 56, 'end': 60, 'text': '降逆止呕', 'labels': ['功用']}, {'start': 61, 'end': 64, 'text': '参草枣', 'labels': ['组成']}, {'start': 65, 'end': 69, 'text': '益气和胃', 'labels': ['功用']}, {'start': 71, 'end': 75, 'text': '降逆止呕', 'labels': ['功用']}, {'start': 82, 'end': 84, 'text': '补虚', 'labels': ['功用']}]"
【运用】六一散为治疗暑湿证之基础方。以身热烦渴，小便不利为辨证要点。,1142401,"[{'start': 4, 'end': 7, 'text': '六一散', 'labels': ['方剂名']}, {'start': 10, 'end': 13, 'text': '暑湿证', 'labels': ['主治']}, {'start': 19, 'end': 21, 'text': '身热', 'labels': ['主治']}, {'start': 21, 'end': 23, 'text': '烦渴', 'labels': ['主治']}, {'start': 24, 'end': 28, 'text': '小便不利', 'labels': ['主治']}]"
石膏清泄溢饮郁热；姜、枣、草益气和中，和营卫，运化水湿。,1141709,"[{'start': 0, 'end': 2, 'text': '石膏', 'labels': ['组成']}, {'start': 2, 'end': 8, 'text': '清泄溢饮郁热', 'labels': ['功用']}, {'start': 9, 'end': 10, 'text': '姜', 'labels': ['组成']}, {'start': 11, 'end': 12, 'text': '枣', 'labels': ['组成']}, {'start': 13, 'end': 14, 'text': '草', 'labels': ['组成']}, {'start': 14, 'end': 18, 'text': '益气和中', 'labels': ['功用']}]"
【医案举例】 一妇人，年三十余。陡然下血，二日不止。及愚诊视，已昏聩不语，周身皆凉，其脉微弱而迟。知其气血将脱，而元阳亦脱也。遂急用此汤，去白芍，加野台参八钱，乌附子三钱。一剂血止，周身皆热，精神亦复。仍将白芍加入，再服一剂善其后。（《医学衷中参西录》）,1142898,"[{'start': 43, 'end': 48, 'text': '脉微弱而迟', 'labels': ['主治']}, {'start': 70, 'end': 72, 'text': '白芍', 'labels': ['组成']}, {'start': 74, 'end': 77, 'text': '野台参', 'labels': ['组成']}, {'start': 80, 'end': 83, 'text': '乌附子', 'labels': ['组成']}, {'start': 103, 'end': 105, 'text': '白芍', 'labels': ['组成']}]"
【配伍特点】质重苦寒，镇清并用，清中兼补，治标为主。,1142915,
川楝子理气止痛，但性苦寒，与辛热之巴豆同炒，去巴豆而用川楝子，巴豆既可制其苦寒之性，又能增其行气散结之力，为方中佐使药。诸药合用，使寒凝得散，气滞得疏，肝经得调，则疝痛、腹痛可愈。,1143107,"[{'start': 0, 'end': 3, 'text': '川楝子', 'labels': ['组成']}, {'start': 3, 'end': 7, 'text': '理气止痛', 'labels': ['功用']}, {'start': 17, 'end': 19, 'text': '巴豆', 'labels': ['组成']}, {'start': 23, 'end': 25, 'text': '巴豆', 'labels': ['组成']}, {'start': 27, 'end': 30, 'text': '川楝子', 'labels': ['组成']}, {'start': 31, 'end': 33, 'text': '巴豆', 'labels': ['组成']}, {'start': 46, 'end': 50, 'text': '行气散结', 'labels': ['功用']}, {'start': 82, 'end': 84, 'text': '疝痛', 'labels': ['主治']}, {'start': 85, 'end': 87, 'text': '腹痛', 'labels': ['主治']}]"
故以散寒祛湿，益气解表立法。,1141918,"[{'start': 2, 'end': 6, 'text': '散寒祛湿', 'labels': ['功用']}, {'start': 7, 'end': 11, 'text': '益气解表', 'labels': ['功用']}]"
如胸痞，原方去甘草，加生枳壳二钱，白蔻末八分冲；,1141908,"[{'start': 7, 'end': 9, 'text': '甘草', 'labels': ['组成']}, {'start': 1, 'end': 3, 'text': '胸痞', 'labels': ['主治']}, {'start': 12, 'end': 14, 'text': '枳壳', 'labels': ['组成']}, {'start': 17, 'end': 19, 'text': '白蔻', 'labels': ['组成']}]"
柏子养心丸重用柏子仁与枸杞子，配伍熟地黄、当归等，滋阴之力弱，适用于心肾两虚之轻者；孔圣枕中丹则以宁心益智药与交通心肾之远志、菖蒲相配伍，故主治心肾不交之健忘、失眠等,1142949,"[{'start': 0, 'end': 5, 'text': '柏子养心丸', 'labels': ['方剂名']}, {'start': 0, 'end': 2, 'text': '柏子', 'labels': ['组成']}, {'start': 7, 'end': 10, 'text': '柏子仁', 'labels': ['组成']}, {'start': 11, 'end': 14, 'text': '枸杞子', 'labels': ['组成']}, {'start': 17, 'end': 20, 'text': '熟地黄', 'labels': ['组成']}, {'start': 21, 'end': 23, 'text': '当归', 'labels': ['组成']}, {'start': 25, 'end': 27, 'text': '滋阴', 'labels': ['功用']}, {'start': 34, 'end': 38, 'text': '心肾两虚', 'labels': ['主治']}, {'start': 42, 'end': 45, 'text': '孔圣枕', 'labels': ['方剂名']}, {'start': 49, 'end': 53, 'text': '宁心益智', 'labels': ['功用']}, {'start': 55, 'end': 59, 'text': '交通心肾', 'labels': ['功用']}, {'start': 60, 'end': 62, 'text': '远志', 'labels': ['组成']}, {'start': 63, 'end': 65, 'text': '菖蒲', 'labels': ['组成']}, {'start': 72, 'end': 76, 'text': '心肾不交', 'labels': ['主治']}, {'start': 77, 'end': 79, 'text': '健忘', 'labels': ['主治']}, {'start': 80, 'end': 82, 'text': '失眠', 'labels': ['主治']}]"
【方论选录】脾胃两虚，不能健运胜湿，而输纳无权，故食少体倦，吐泻不止焉。人参扶元补胃，白术燥湿健脾，山药补脾益阴，莲肉清心醒脾，扁豆健脾和胃气，米仁健脾渗湿热，炙草缓中，桔梗清肺，茯苓渗湿以和脾胃也。,1142631,"[{'start': 6, 'end': 10, 'text': '脾胃两虚', 'labels': ['主治']}, {'start': 25, 'end': 29, 'text': '食少体倦', 'labels': ['主治']}, {'start': 30, 'end': 34, 'text': '吐泻不止', 'labels': ['主治']}, {'start': 36, 'end': 38, 'text': '人参', 'labels': ['组成']}, {'start': 38, 'end': 42, 'text': '扶元补胃', 'labels': ['功用']}, {'start': 43, 'end': 45, 'text': '白术', 'labels': ['组成']}, {'start': 45, 'end': 49, 'text': '燥湿健脾', 'labels': ['功用']}, {'start': 50, 'end': 52, 'text': '山药', 'labels': ['组成']}, {'start': 52, 'end': 56, 'text': '补脾益阴', 'labels': ['功用']}, {'start': 57, 'end': 59, 'text': '莲肉', 'labels': ['组成']}, {'start': 59, 'end': 63, 'text': '清心醒脾', 'labels': ['功用']}, {'start': 64, 'end': 66, 'text': '扁豆', 'labels': ['组成']}, {'start': 66, 'end': 71, 'text': '健脾和胃气', 'labels': ['功用']}, {'start': 72, 'end': 74, 'text': '米仁', 'labels': ['组成']}, {'start': 74, 'end': 79, 'text': '健脾渗湿热', 'labels': ['功用']}, {'start': 80, 'end': 82, 'text': '炙草', 'labels': ['组成']}, {'start': 85, 'end': 87, 'text': '桔梗', 'labels': ['组成']}, {'start': 87, 'end': 89, 'text': '清肺', 'labels': ['功用']}, {'start': 90, 'end': 92, 'text': '茯苓', 'labels': ['组成']}, {'start': 92, 'end': 94, 'text': '渗湿', 'labels': ['功用']}, {'start': 95, 'end': 98, 'text': '和脾胃', 'labels': ['功用']}]"
芒硝软坚，助大黄泻下攻积；干姜温中助阳，增附子祛寒温阳之力，均为臣药。,1142054,"[{'start': 0, 'end': 2, 'text': '芒硝', 'labels': ['组成']}, {'start': 6, 'end': 8, 'text': '大黄', 'labels': ['组成']}, {'start': 8, 'end': 12, 'text': '泻下攻积', 'labels': ['功用']}, {'start': 14, 'end': 15, 'text': '姜', 'labels': ['组成']}, {'start': 15, 'end': 19, 'text': '温中助阳', 'labels': ['功用']}, {'start': 21, 'end': 23, 'text': '附子', 'labels': ['组成']}, {'start': 23, 'end': 27, 'text': '祛寒温阳', 'labels': ['功用']}]"
【医案举例】 薛己治州守王用之，先因肚腹膨胀，饮食少思，服二陈、枳实之类，小便不利，大便不实，咳嗽腹胀。用淡渗破气之剂，手足俱冷，此足三阴虚寒之症也。用金匮肾气丸，不月而康。（《名医类案》）,1142782,"[{'start': 32, 'end': 34, 'text': '枳实', 'labels': ['组成']}, {'start': 18, 'end': 22, 'text': '肚腹膨胀', 'labels': ['主治']}, {'start': 37, 'end': 41, 'text': '小便不利', 'labels': ['主治']}, {'start': 42, 'end': 46, 'text': '大便不实', 'labels': ['主治']}, {'start': 47, 'end': 51, 'text': '咳嗽腹胀', 'labels': ['主治']}, {'start': 60, 'end': 64, 'text': '手足俱冷', 'labels': ['主治']}, {'start': 67, 'end': 71, 'text': '三阴虚寒', 'labels': ['主治']}, {'start': 76, 'end': 81, 'text': '金匮肾气丸', 'labels': ['方剂名']}]"
【配伍特点】  苦寒之中寓凉血之功，清燥之内存收涩之义。 ,1142342,
一汗而表里双解，风热两除。此大青龙清内攘外之功，所以佐麻、桂二方之不及也。,1141718,
二药相配，化上焦痰浊，散胸中阴寒，宣胸中气机，为治胸痹要药。佐使以辛散温通之白酒，行气活血，以增行气通阳之力。药仅三味，配伍精当，共奏通阳散结、行气祛痰之功。,1143075,"[{'start': 25, 'end': 27, 'text': '胸痹', 'labels': ['主治']}, {'start': 41, 'end': 45, 'text': '行气活血', 'labels': ['功用']}, {'start': 67, 'end': 71, 'text': '通阳散结', 'labels': ['功用']}, {'start': 72, 'end': 76, 'text': '行气祛痰', 'labels': ['功用']}]"
甘草调和诸药，兼为使药。诸药相伍，共奏清热生津、益气和胃之效。本方由白虎汤去知母，加竹叶、半夏、麦门冬、人参组成，正如《医宗金鉴》所言：“以大寒之剂，易为清补之方。”,1142171,"[{'start': 0, 'end': 2, 'text': '甘草', 'labels': ['组成']}, {'start': 19, 'end': 23, 'text': '清热生津', 'labels': ['功用']}, {'start': 24, 'end': 28, 'text': '益气和胃', 'labels': ['功用']}, {'start': 34, 'end': 37, 'text': '白虎汤', 'labels': ['方剂名']}, {'start': 38, 'end': 40, 'text': '知母', 'labels': ['组成']}, {'start': 42, 'end': 44, 'text': '竹叶', 'labels': ['组成']}, {'start': 45, 'end': 47, 'text': '半夏', 'labels': ['组成']}, {'start': 48, 'end': 51, 'text': '麦门冬', 'labels': ['组成']}, {'start': 52, 'end': 54, 'text': '人参', 'labels': ['组成']}, {'start': 70, 'end': 74, 'text': '大寒之剂', 'labels': ['剂型']}, {'start': 77, 'end': 79, 'text': '清补', 'labels': ['功用']}]"
【鉴别】清心莲子饮与导赤散同具清心养阴利水之功。清心莲子饮以清心火，益气阴，交通心肾，兼利小便为主，心肾两补，偏于治心。,1142263,"[{'start': 4, 'end': 9, 'text': '清心莲子饮', 'labels': ['方剂名']}, {'start': 10, 'end': 13, 'text': '导赤散', 'labels': ['方剂名']}, {'start': 15, 'end': 21, 'text': '清心养阴利水', 'labels': ['功用']}, {'start': 24, 'end': 29, 'text': '清心莲子饮', 'labels': ['方剂名']}, {'start': 30, 'end': 33, 'text': '清心火', 'labels': ['功用']}, {'start': 34, 'end': 37, 'text': '益气阴', 'labels': ['功用']}, {'start': 44, 'end': 47, 'text': '利小便', 'labels': ['功用']}, {'start': 57, 'end': 59, 'text': '治心', 'labels': ['功用']}, {'start': 50, 'end': 54, 'text': '心肾两补', 'labels': ['功用']}]"
川芎活血行气，与当归相协则行血之力益彰，又使诸药补血而不滞血，二药共为佐药。四药合用，共成补血调血之功。《仙授理伤续断秘方》以本方治疗外伤瘀血作痛，《太平惠民和剂局方》用本方治疗妇人诸疾。,1142675,"[{'start': 0, 'end': 2, 'text': '川芎', 'labels': ['组成']}, {'start': 2, 'end': 6, 'text': '活血行气', 'labels': ['功用']}, {'start': 8, 'end': 10, 'text': '当归', 'labels': ['组成']}, {'start': 13, 'end': 15, 'text': '行血', 'labels': ['功用']}, {'start': 24, 'end': 26, 'text': '补血', 'labels': ['功用']}, {'start': 45, 'end': 49, 'text': '补血调血', 'labels': ['功用']}, {'start': 67, 'end': 73, 'text': '外伤瘀血作痛', 'labels': ['主治']}]"
阳失温煦，寒湿下侵，则利；阴寒内盛，阳气扰争，故烦躁欲死。阳虚寒盛，其舌色当淡，脉自沉弦而细迟。治当温中补虚，助阳散寒，降逆止呕。,1142466,"[{'start': 24, 'end': 28, 'text': '烦躁欲死', 'labels': ['主治']}, {'start': 40, 'end': 44, 'text': '脉自沉弦', 'labels': ['主治']}, {'start': 50, 'end': 54, 'text': '温中补虚', 'labels': ['功用']}, {'start': 55, 'end': 59, 'text': '助阳散寒', 'labels': ['功用']}, {'start': 60, 'end': 64, 'text': '降逆止呕', 'labels': ['功用']}]"
益元散加辰砂，兼以安神，其清心之功优于六一散；碧玉散加青黛，兼以清肝；鸡苏散加薄荷，兼以疏风散热。,1142403,"[{'start': 0, 'end': 3, 'text': '益元散', 'labels': ['方剂名']}, {'start': 4, 'end': 6, 'text': '辰砂', 'labels': ['组成']}, {'start': 9, 'end': 11, 'text': '安神', 'labels': ['功用']}, {'start': 19, 'end': 22, 'text': '六一散', 'labels': ['方剂名']}, {'start': 23, 'end': 26, 'text': '碧玉散', 'labels': ['方剂名']}, {'start': 27, 'end': 29, 'text': '青黛', 'labels': ['组成']}, {'start': 32, 'end': 34, 'text': '清肝', 'labels': ['功用']}, {'start': 35, 'end': 38, 'text': '鸡苏散', 'labels': ['方剂名']}, {'start': 39, 'end': 41, 'text': '薄荷', 'labels': ['组成']}, {'start': 44, 'end': 48, 'text': '疏风散热', 'labels': ['功用']}]"
【配伍特点】  逐水通便之中佐辛散行气之品，方简药专。,1142122,"[{'start': 8, 'end': 12, 'text': '逐水通便', 'labels': ['功用']}]"
【鉴别】大承气汤、小承气汤、调胃承气汤合称“三承气汤”。三方均以等量大黄（四两）泻热通便，主治阳明腑实之证。但由于各方组成的药味和剂量不同，故作用同中有异。,1142016,"[{'start': 4, 'end': 8, 'text': '大承气汤', 'labels': ['方剂名']}, {'start': 9, 'end': 13, 'text': '小承气汤', 'labels': ['方剂名']}, {'start': 16, 'end': 19, 'text': '承气汤', 'labels': ['方剂名']}, {'start': 22, 'end': 26, 'text': '三承气汤', 'labels': ['方剂名']}, {'start': 34, 'end': 36, 'text': '大黄', 'labels': ['组成']}, {'start': 40, 'end': 44, 'text': '泻热通便', 'labels': ['功用']}, {'start': 47, 'end': 51, 'text': '阳明腑实', 'labels': ['主治']}]"
寒邪凝滞，血行不畅，则腰、股、腿、足、肩臂疼痛；厥阴肝血不足，血虚寒郁，脉道失充，运行不利，故脉细欲绝；,1142522,"[{'start': 0, 'end': 4, 'text': '寒邪凝滞', 'labels': ['主治']}, {'start': 5, 'end': 10, 'text': '血行不畅，', 'labels': ['主治']}, {'start': 11, 'end': 23, 'text': '腰、股、腿、足、肩臂疼痛', 'labels': ['主治']}, {'start': 24, 'end': 26, 'text': '厥阴', 'labels': ['主治']}, {'start': 26, 'end': 30, 'text': '肝血不足', 'labels': ['主治']}, {'start': 31, 'end': 35, 'text': '血虚寒郁', 'labels': ['主治']}, {'start': 47, 'end': 51, 'text': '脉细欲绝', 'labels': ['主治']}]"
甘遂半夏汤只用甘遂加半夏、芍药、甘草，其逐水之力尤缓，加半夏和胃化痰，且方中甘遂与甘草为伍，相反相成，激发药力，独具匠心，主治留饮心下坚满。,1142116,"[{'start': 0, 'end': 5, 'text': '甘遂半夏汤', 'labels': ['方剂名']}, {'start': 0, 'end': 2, 'text': '甘遂', 'labels': ['组成']}, {'start': 2, 'end': 4, 'text': '半夏', 'labels': ['组成']}, {'start': 7, 'end': 9, 'text': '甘遂', 'labels': ['组成']}, {'start': 10, 'end': 12, 'text': '半夏', 'labels': ['组成']}, {'start': 13, 'end': 15, 'text': '芍药', 'labels': ['组成']}, {'start': 16, 'end': 18, 'text': '甘草', 'labels': ['组成']}, {'start': 20, 'end': 22, 'text': '逐水', 'labels': ['功用']}, {'start': 28, 'end': 30, 'text': '半夏', 'labels': ['组成']}, {'start': 30, 'end': 34, 'text': '和胃化痰', 'labels': ['功用']}, {'start': 38, 'end': 40, 'text': '甘遂', 'labels': ['组成']}, {'start': 41, 'end': 43, 'text': '甘草', 'labels': ['组成']}, {'start': 63, 'end': 69, 'text': '留饮心下坚满', 'labels': ['主治']}]"
【证治机理】本证为肾气虚弱，膀胱虚寒所致。肾与膀胱相表里，肾气不足则膀胱虚寒，气化失司，以致小便频数、遗尿不止。治宜温肾祛寒，缩尿止遗。,1142886,"[{'start': 9, 'end': 13, 'text': '肾气虚弱', 'labels': ['主治']}, {'start': 14, 'end': 18, 'text': '膀胱虚寒', 'labels': ['主治']}, {'start': 29, 'end': 33, 'text': '肾气不足', 'labels': ['主治']}, {'start': 34, 'end': 38, 'text': '膀胱虚寒', 'labels': ['主治']}, {'start': 46, 'end': 50, 'text': '小便频数', 'labels': ['主治']}, {'start': 51, 'end': 53, 'text': '遗尿', 'labels': ['主治']}, {'start': 58, 'end': 62, 'text': '温肾祛寒', 'labels': ['功用']}, {'start': 63, 'end': 67, 'text': '缩尿止遗', 'labels': ['功用']}]"
阴寒犯胃，浊阴上逆，故呕不能食。《素问·举痛论》曰：“寒气客于肠胃，厥逆上出，故痛而呕。”腹中寒盛，收引太过，腹皮拘急，上冲皮起，故腹中痛、出见头足、上下痛而不可触近。,1142476,"[{'start': 11, 'end': 15, 'text': '呕不能食', 'labels': ['主治']}, {'start': 40, 'end': 43, 'text': '痛而呕', 'labels': ['主治']}, {'start': 66, 'end': 69, 'text': '腹中痛', 'labels': ['主治']}]"
虚劳肺痿为阴阳气血诸不足。本方滋阴养血，益气温阳，故可用治阴阳气血俱虚之虚劳肺痿。,1142722,"[{'start': 0, 'end': 4, 'text': '虚劳肺痿', 'labels': ['主治']}, {'start': 5, 'end': 12, 'text': '阴阳气血诸不足', 'labels': ['主治']}, {'start': 15, 'end': 19, 'text': '滋阴养血', 'labels': ['功用']}, {'start': 20, 'end': 24, 'text': '益气温阳', 'labels': ['功用']}, {'start': 29, 'end': 35, 'text': '阴阳气血俱虚', 'labels': ['主治']}, {'start': 36, 'end': 40, 'text': '虚劳肺痿', 'labels': ['主治']}]"
【运用】桃花汤为治虚寒痢之常用方。以久痢不愈，便脓血，色暗，腹痛喜温喜按，舌淡苔白，脉迟弱为辨证要点。本方赤石脂一半入煎剂，一半为末服，以直入肠道，旨在涩肠止利。,1142865,"[{'start': 4, 'end': 7, 'text': '桃花汤', 'labels': ['方剂名']}, {'start': 10, 'end': 12, 'text': '寒痢', 'labels': ['主治']}, {'start': 23, 'end': 26, 'text': '便脓血', 'labels': ['主治']}, {'start': 30, 'end': 32, 'text': '腹痛', 'labels': ['主治']}, {'start': 37, 'end': 41, 'text': '舌淡苔白', 'labels': ['主治']}, {'start': 42, 'end': 45, 'text': '脉迟弱', 'labels': ['主治']}, {'start': 53, 'end': 56, 'text': '赤石脂', 'labels': ['组成']}, {'start': 76, 'end': 80, 'text': '涩肠止利', 'labels': ['功用']}]"
龙胆泻肝汤用治肝经实火上攻之目赤耳聋，或湿热下注之淋浊阴痒等症，尚有清利湿热之功，但无和胃降逆之能，且泻火之力较之为强。,1142292,"[{'start': 0, 'end': 5, 'text': '龙胆泻肝汤', 'labels': ['方剂名']}, {'start': 25, 'end': 29, 'text': '淋浊阴痒', 'labels': ['主治']}, {'start': 14, 'end': 18, 'text': '目赤耳聋', 'labels': ['主治']}, {'start': 34, 'end': 38, 'text': '清利湿热', 'labels': ['功用']}, {'start': 43, 'end': 47, 'text': '和胃降逆', 'labels': ['功用']}, {'start': 51, 'end': 53, 'text': '泻火', 'labels': ['功用']}]"
风热宜疏散，疫毒宜清解，病位在上宜因势利导，疏散上焦之风热，清解上焦之疫毒，故法当解毒散邪兼施，而以清热解毒为主。,1142225,"[{'start': 41, 'end': 45, 'text': '解毒散邪', 'labels': ['功用']}, {'start': 50, 'end': 54, 'text': '清热解毒', 'labels': ['功用']}]"
热壅于肺，肺失宣降，故咳逆气急，甚则鼻扇；若表邪未尽，或肺气闭郁，则毛窍闭塞而无汗； ,1141849,"[{'start': 39, 'end': 41, 'text': '无汗', 'labels': ['主治']}, {'start': 34, 'end': 38, 'text': '毛窍闭塞', 'labels': ['主治']}, {'start': 11, 'end': 13, 'text': '咳逆', 'labels': ['主治']}, {'start': 13, 'end': 15, 'text': '气急', 'labels': ['主治']}, {'start': 18, 'end': 20, 'text': '鼻扇', 'labels': ['主治']}, {'start': 28, 'end': 32, 'text': '肺气闭郁', 'labels': ['主治']}]"
甘草合桔梗以利咽止咳，兼能调和诸药，是为佐使之用。,1141801,"[{'start': 0, 'end': 2, 'text': '甘草', 'labels': ['组成']}, {'start': 3, 'end': 5, 'text': '桔梗', 'labels': ['组成']}, {'start': 6, 'end': 10, 'text': '利咽止咳', 'labels': ['功用']}]"
故“旁流”是现象，“热结”是本质。治以寒下通之，即所谓“通因通用”之法也。,1141998,
【配伍特点】重用甘寒，佐以苦寒，寓攻下于增水行舟之中，攻补兼施。,1142146,"[{'start': 8, 'end': 10, 'text': '甘寒', 'labels': ['组成']}, {'start': 13, 'end': 15, 'text': '苦寒', 'labels': ['组成']}]"
【运用】橘核丸为治疗寒湿疝气的常用方。以睾丸肿胀偏坠，或坚硬如石，或痛引脐腹为辨证要点。原著曾载：“虚寒甚者，加炮川乌一两；坚胀久不消者，加硇砂二钱，醋煮旋入”，可资临证参佐。【鉴别】 橘核丸与天台乌药散均能入肝行气止痛，治疗疝气疼痛。但天台乌药散功专行气散寒，且以行气止痛为佳，适用于寒凝气滞的小肠疝气，以少腹痛引睾丸、偏坠肿胀为特征；橘核丸则兼能软坚散结，主治寒湿客于肝脉，肝经气血郁滞之 疝，以睾丸肿胀硬痛为特征。,1143117,"[{'start': 4, 'end': 7, 'text': '橘核丸', 'labels': ['方剂名']}, {'start': 10, 'end': 14, 'text': '寒湿疝气', 'labels': ['主治']}, {'start': 20, 'end': 26, 'text': '睾丸肿胀偏坠', 'labels': ['主治']}, {'start': 50, 'end': 52, 'text': '虚寒', 'labels': ['主治']}, {'start': 56, 'end': 59, 'text': '炮川乌', 'labels': ['组成']}, {'start': 70, 'end': 72, 'text': '硇砂', 'labels': ['组成']}, {'start': 92, 'end': 96, 'text': ' 橘核丸', 'labels': ['方剂名']}, {'start': 97, 'end': 102, 'text': '天台乌药散', 'labels': ['方剂名']}, {'start': 99, 'end': 101, 'text': '乌药', 'labels': ['组成']}, {'start': 104, 'end': 108, 'text': '入肝行气', 'labels': ['功用']}, {'start': 108, 'end': 110, 'text': '止痛', 'labels': ['功用']}, {'start': 111, 'end': 117, 'text': '治疗疝气疼痛', 'labels': ['功用']}, {'start': 119, 'end': 124, 'text': '天台乌药散', 'labels': ['方剂名']}, {'start': 121, 'end': 123, 'text': '乌药', 'labels': ['组成']}, {'start': 126, 'end': 130, 'text': '行气散寒', 'labels': ['功用']}, {'start': 133, 'end': 137, 'text': '行气止痛', 'labels': ['功用']}, {'start': 148, 'end': 152, 'text': '小肠疝气', 'labels': ['主治']}, {'start': 143, 'end': 147, 'text': '寒凝气滞', 'labels': ['主治']}, {'start': 154, 'end': 157, 'text': '少腹痛', 'labels': ['主治']}, {'start': 169, 'end': 172, 'text': '橘核丸', 'labels': ['方剂名']}, {'start': 175, 'end': 179, 'text': '软坚散结', 'labels': ['功用']}, {'start': 182, 'end': 184, 'text': '寒湿', 'labels': ['主治']}, {'start': 189, 'end': 195, 'text': '肝经气血郁滞', 'labels': ['主治']}, {'start': 200, 'end': 206, 'text': '睾丸肿胀硬痛', 'labels': ['主治']}]"
辰砂为衣，金银花、薄荷汤送下，可增平肝镇惊、清热安神之效，为佐使药。诸药配伍，标本兼顾，共奏镇心安神、平肝潜阳、滋阴养血之功。,1142931,"[{'start': 5, 'end': 8, 'text': '金银花', 'labels': ['组成']}, {'start': 9, 'end': 11, 'text': '薄荷', 'labels': ['组成']}, {'start': 17, 'end': 21, 'text': '平肝镇惊', 'labels': ['功用']}, {'start': 22, 'end': 26, 'text': '清热安神', 'labels': ['功用']}, {'start': 46, 'end': 50, 'text': '镇心安神', 'labels': ['功用']}, {'start': 51, 'end': 55, 'text': '平肝潜阳', 'labels': ['功用']}, {'start': 56, 'end': 60, 'text': '滋阴养血', 'labels': ['功用']}]"
【方解】 麻黄杏仁甘草石膏汤中麻黄辛温，宣肺平喘，解表散邪。,1141851,"[{'start': 5, 'end': 7, 'text': '麻黄', 'labels': ['组成']}, {'start': 7, 'end': 9, 'text': '杏仁', 'labels': ['组成']}, {'start': 9, 'end': 11, 'text': '甘草', 'labels': ['组成']}, {'start': 11, 'end': 13, 'text': '石膏', 'labels': ['组成']}, {'start': 6, 'end': 14, 'text': '黄杏仁甘草石膏汤', 'labels': ['方剂名']}, {'start': 15, 'end': 17, 'text': '麻黄', 'labels': ['组成']}, {'start': 20, 'end': 24, 'text': '宣肺平喘', 'labels': ['功用']}, {'start': 25, 'end': 29, 'text': '解表散邪', 'labels': ['功用']}]"
【配伍特点】活血攻下，相辅相成；寒中寓温，以防凉遏。 ,1143173,
【运用】瓜蒌薤白白酒汤为治疗胸阳不振，气滞痰阻之胸痹的基础方。以胸中闷痛，喘息短气，舌苔白腻，脉弦紧为辨证要点。,1143077,"[{'start': 4, 'end': 11, 'text': '瓜蒌薤白白酒汤', 'labels': ['方剂名']}, {'start': 4, 'end': 6, 'text': '瓜蒌', 'labels': ['组成']}, {'start': 6, 'end': 8, 'text': '薤白', 'labels': ['组成']}, {'start': 14, 'end': 18, 'text': '胸阳不振', 'labels': ['主治']}, {'start': 19, 'end': 23, 'text': '气滞痰阻', 'labels': ['主治']}, {'start': 24, 'end': 26, 'text': '胸痹', 'labels': ['主治']}, {'start': 32, 'end': 36, 'text': '胸中闷痛', 'labels': ['主治']}, {'start': 37, 'end': 41, 'text': '喘息短气', 'labels': ['主治']}, {'start': 42, 'end': 46, 'text': '舌苔白腻', 'labels': ['主治']}, {'start': 47, 'end': 50, 'text': '脉弦紧', 'labels': ['主治']}]"
结之象。治宜逐水通便，行气消肿。,1142119,"[{'start': 6, 'end': 10, 'text': '逐水通便', 'labels': ['功用']}, {'start': 11, 'end': 15, 'text': '行气消肿', 'labels': ['功用']}]"
